OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName
USGS-WI,USGS Wisconsin Water Science Center,USGS-04067940,"OTTER CREEK AT BAY SHORE ROAD NEAR WABENO, WI",Stream,NA,04030105,NA,NA,NA,NA,45.4257988,-88.4673323,24000,1,seconds,Interpolated from MAP.,NAD83,1300,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,041,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04067958,"PESHTIGO RIVER NEAR WABENO, WI",Stream,NA,04030105,447,sq mi,NA,NA,45.38774406,-88.3051099,24000,1,seconds,Interpolated from MAP.,NAD83,980,feet,10,feet,Interpolated from topographic map.,NAVD88,US,55,075,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04069290,"MIDDLE INLET AT MIDDLE INLET, WI",Stream,NA,04030105,59.2,sq mi,NA,NA,45.29386255,-87.9378864,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,075,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04069350,"SOUTH BRANCH BEAVER CREEK NEAR BEAVER, WI",Stream,NA,04030105,51,sq mi,NA,NA,45.1305363,-88.0173268,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,075,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04069530,"PESHTIGO RIVER AT MOUTH NEAR PESHTIGO, WI",Stream,NA,04030105,1100,sq mi,NA,NA,44.9730452,-87.6551035,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,075,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04069730,"N BRANCH OCONTO RIVER AT HIGHWAY C NEAR WABENO, WI",Stream,NA,04030104,NA,NA,NA,NA,45.4366326,-88.619554,NA,1,seconds,Interpolated from MAP.,NAD83,1500,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,041,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04069770,"TORPEE CREEK AT HIGHWAY 32 NEAR WABENO, WI",Stream,NA,04030104,NA,NA,NA,NA,45.41246636,-88.6362201,NA,5,seconds,Interpolated from MAP.,NAD83,1510,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,041,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04070621,"SOUTH BRANCH OCONTO RIVER NEAR MARKTON, WI",Stream,NA,04030104,NA,NA,NA,NA,45.14608569,-88.5976055,24000,1,seconds,Interpolated from MAP.,NAD83,1040,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,083,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04070645,"SOUTH BRANCH OCONTO RIVER NEAR LANGLADE, WI",Stream,NA,04030104,NA,NA,NA,NA,45.11053198,-88.6034388,24000,1,seconds,Interpolated from MAP.,NAD83,990,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04070720,"SOUTH BRANCH OCONTO RIVER NEAR BREED, WI",Stream,NA,04030104,143,sq mi,NA,NA,45.06109296,-88.5234384,24000,1,seconds,Interpolated from MAP.,NAD83,890,feet,10,feet,Interpolated from topographic map.,NGVD29,US,55,078,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04070760,"SOUTH BRANCH OCONTO RIVER NEAR HAYES, WI",Stream,NA,04030104,164,sq mi,NA,NA,45.02915229,-88.4414927,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,083,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04070771,"PECORE CREEK NEAR KESHENA, WI",Stream,NA,04030104,NA,NA,NA,NA,45.0266507,-88.5270496,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,078,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04070900,"OCONTO RIVER NEAR UNDERHILL, WI",Stream,NA,04030104,632,sq mi,NA,NA,44.9158225,-88.4092693,24000,1,seconds,Interpolated from MAP.,NAD83,775,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,083,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04070945,"LINZY CREEK NEAR KESHENA, WI",Stream,NA,04030104,NA,NA,NA,NA,44.93526467,-88.5131599,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,078,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04070949,"LINZY CREEK AT SETTLEMENT ROAD NEAR UNDERHILL, WI",Stream,NA,04030104,NA,NA,NA,NA,44.9116546,-88.479826,24000,1,seconds,Interpolated from MAP.,NAD83,825,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,083,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04071000,"OCONTO RIVER NEAR GILLETT, WI",Stream,NA,04030104,705,sq mi,NA,NA,44.865,-88.3,24000,1,seconds,Interpolated from MAP.,NAD83,732.85,feet,0.01,feet,Level or other surveyed method.,NAVD88,US,55,083,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04071765,"OCONTO RIVER NEAR OCONTO, WI",Stream,NA,04030104,966,sq mi,NA,NA,44.86055556,-87.98388889,24000,1,seconds,Interpolated from MAP.,NAD83,583.1,feet,0.01,feet,Level or other surveyed method.,NAVD88,US,55,083,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04071775,"OCONTO RIVER AT MOUTH AT OCONTO, WI",Stream,NA,04030104,982,sq mi,NA,NA,44.89527778,-87.8302778,24000,1,seconds,Interpolated from MAP.,NAD83,585,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,083,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04071795,"PENSAUKEE RIVER NEAR KRAKOW, WI",Stream,NA,04030103,35.8,sq mi,NA,NA,44.7524948,-88.276491,24000,1,seconds,Interpolated from MAP.,NAD83,770,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,115,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04071855,"PENSAUKEE RIVER AT BROOKSIDE, WI",Stream,NA,04030103,126,sq mi,NA,NA,44.80360255,-87.99843769,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,083,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04071910,"LITTLE SUAMICO RIVER NEAR SUAMICO, WI",Stream,NA,04030103,53.3,sq mi,NA,NA,44.7113818,-88.0501042,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,083,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040719491,"SOUTH BR SUAMICO R @ SCHOOL DR NEAR PITTSFIELD, WI",Stream,NA,04030103,NA,NA,NA,NA,44.5936027,-88.1948252,24000,1,seconds,Interpolated from MAP.,NAD83,750,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,009,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072000,"SUAMICO RIVER AT SUAMICO, WI",Stream,NA,04030103,60.7,sq mi,NA,NA,44.6319369,-88.0667705,24000,5,seconds,Interpolated from MAP.,NAD83,585,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,009,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072013,"DUCK CREEK AT STINGE ROAD NEAR BLACK CREEK, WI",Stream,NA,04030204,15.07,sq mi,NA,NA,44.43026428,-88.3945473,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040720135,"UNNAMED DUCK CREEK TRIBUTARY NEAR BLACK CREEK, WI",Stream,NA,04030204,5.31,sq mi,NA,NA,44.40582,-88.3834369,24000,1,seconds,Interpolated from MAP.,NAD83,770,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072014,"DUCK CREEK AT CT HIGHWAY EE NEAR FIVE CORNERS, WI",Stream,NA,04030204,29.13,sq mi,NA,NA,44.4033201,-88.37427029,24000,1,seconds,Interpolated from MAP.,NAD83,760,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072015,"DUCK CREEK AT FRITSCH ROAD NEAR FREEDOM, WI",Stream,NA,04030204,NA,NA,NA,NA,44.3955428,-88.3345484,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072016,"DUCK CREEK AT MURPHY CORNER, WI",Stream,NA,04030204,35.86,sq mi,NA,NA,44.38637627,-88.32482639,24000,1,seconds,Interpolated from MAP.,NAD83,745,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072021,"DUCK CREEK TRIBUTARY NEAR MACKVILLE, WI",Stream,NA,04030204,7.6,sq mi,NA,NA,44.36693166,-88.3364934,24000,1,seconds,Interpolated from MAP.,NAD83,730,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072024,"DUCK CREEK AT VINE ROAD NEAR FREEDOM, WI",Stream,NA,04030204,NA,NA,NA,NA,44.37554306,-88.3123266,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072029,"DUCK CREEK AT FREEDOM, WI",Stream,NA,04030204,49.7,sq mi,NA,NA,44.39054335,-88.2914931,NA,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040720305,"DUCK CREEK 0.3 MI DS FREEDOM STP NEAR FREEDOM, WI",Stream,NA,04030204,NA,NA,NA,NA,44.39721015,-88.2820486,24000,5,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072031,"DUCK CREEK NEAR FREEDOM, WI",Stream,NA,04030204,50.5,sq mi,NA,NA,44.4010991,-88.2787152,24000,1,seconds,Interpolated from MAP.,NAD83,720,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072033,"DUCK CREEK AT COUNTY HIGHWAY J NEAR FREEDOM, WI",Stream,NA,04030204,NA,NA,NA,NA,44.41498828,-88.26038179,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072036,"DUCK CREEK AT HILLSIDE PARK NEAR ONEIDA, WI",Stream,NA,04030204,NA,NA,NA,NA,44.431933,-88.2459372,24000,5,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072038,"UNNAMED DUCK CREEK TRIBUTARY NEAR FREEDOM, WI",Stream,NA,04030204,3.18,sq mi,NA,NA,44.45832169,-88.2687145,24000,1,seconds,Interpolated from MAP.,NAD83,760,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072040,"FISH CREEK NEAR ONEIDA, WI",Stream,NA,04030204,17.1,sq mi,NA,NA,44.4444332,-88.2353814,24000,1,seconds,Interpolated from MAP.,NAD83,680,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072042,"DUCK CREEK AT COUNTY HIGHWAY EE NEAR ONEIDA, WI",Stream,NA,04030204,NA,NA,NA,NA,44.44471107,-88.232048,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-04072043,"DUCK CREEK ABOVE FISH CREEK ROAD NEAR ONEIDA, WI",Stream,NA,04030204,NA,NA,NA,NA,44.4583224,-88.2212146,NA,1,seconds,Interpolated from MAP.,NAD83,690,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040720432,"DUCK CREEK AT FISH CREEK ROAD NEAR ONEIDA, WI",Stream,NA,04030204,NA,NA,NA,NA,44.45887797,-88.2217701,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040720445,"DUCK CREEK TRIBUTARY AT RANCH ROAD NEAR ONEIDA, WI",Stream,NA,04030204,23.59,sq mi,NA,NA,44.47304466,-88.22426999,24000,1,seconds,Interpolated from MAP.,NAD83,NA,NA,NA,NA,NA,NA,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
USGS-WI,USGS Wisconsin Water Science Center,USGS-040720447,"ONEIDA CREEK AT VAN BOXTEL ROAD NEAR ONEIDA, WI",Stream,NA,04030204,NA,NA,NA,NA,44.46248896,-88.2303812,24000,1,seconds,Interpolated from MAP.,NAD83,700,feet,5,feet,Interpolated from topographic map.,NGVD29,US,55,087,NA,NA,NA,NA,NA,NA,NA,NA,NWIS
